route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
23,73,386997,Saint-Nicolas - Village,,1,232,62280_1411059_1411115,2
23,73,386998,Station de la Concorde (arrêts limités),,0,232,62281_1412949_1412990,2
23,73,386999,Saint-Nicolas - Village,,1,232,62280_1411059_1411115,2
23,73,387000,Station de la Concorde (arrêts limités),,0,232,62281_1412949_1412990,2
23,73,387001,Saint-Nicolas - Village,,1,232,62280_1411059_1411115,2
L1,71,387004,Station de la Concorde,,0,1,63195_1424889_1424934,1
L2,71,387005,Terminus de la Traverse,,1,1,63197_1425693_1425741,1
L2,71,387006,Sainte-Foy centre,,0,1,63196_1409683_1409740,1
L2,71,387007,Terminus de la Traverse,,1,1,63197_1425679_1425741,1
L2,71,387008,Sainte-Foy centre,,0,1,63196_1409683_1409740,1
L2,71,387009,Terminus de la Traverse,,1,1,63197_1425679_1425741,1
L2,71,387012,Sainte-Foy centre,,0,2,63196_1409683_1409740,1
L2,71,387013,Terminus de la Traverse,,1,2,63197_1425679_1425741,1
13,71,387014,Saint-David,,1,2,63351_1424787_1424832,2
13,86,387015,Terminus de la Traverse,,0,2,63350_1424742_1424786,2
35,71,387018,Charny via de l'Eau-Vive / Station de la Concorde,,1,3,62284_1421364_1421397,2
31,71,387020,Breakeyville / Station de la Concorde,,1,3,62267_1421316_1421361,2
31,71,387021,Breakeyville / Station de la Concorde,,1,3,62267_1421291_1421361,2
325,82,387023,Vieux-Lévis,,0,3,62270_1424646_1424717,2
31,71,387026,Breakeyville / Station de la Concorde,,1,4,62267_1421316_1421361,2
31,71,387027,Breakeyville / Station de la Concorde,,1,4,62267_1421291_1421361,2
31,71,387028,Breakeyville / Station de la Concorde,,1,4,62267_1421291_1421361,2
31,71,387029,Breakeyville / Station de la Concorde,,1,4,62267_1421291_1421361,2
35,71,387030,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,62284_1421362_1421397,2
35,71,387031,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,62284_1421362_1421397,2
36,71,387032,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,62289_1421398_1421432,2
35,71,387033,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,62284_1421362_1421397,2
36,71,387034,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,62289_1421398_1421432,2
35,71,387035,Charny via de l'Eau-Vive / Station de la Concorde,,1,4,62284_1421362_1421397,2
36,71,387036,Charny via du C.-Hospitalier / Station de la Concorde,,0,4,62289_1421398_1421432,2
